Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Popularity,YouTube Views,YouTube Likes
Cool Kids,Summer Sampler,Echosmith,6/11/2013,3035,25.2,570026061,96205,66,264363262,2861659
White Iverson,White Iverson,Post Malone,6/13/2013,3918,21.6,1135209969,158507,70,40791444,313792
Back It up and Dump It (Dump Truck),Back It Up and Dump It (Dump Truck),GC Eternal,7/9/2013,4169,20.8,10019831,3056,55,2990740,46453
Vivir Mi Vida,3,Marc Anthony,7/23/2013,2210,30.4,618671056,78822,71,1398550208,4470299
Rude,Rude,MAGIC!,7/23/2013,2650,27.4,,1472,,2541095833,12472238
Wiggle (feat. Snoop Dogg),Talk Dirty,Jason Derulo,9/10/2013,3568,22.8,458706557,72270,58,329962266,1714163
Take Me to Church,Take Me to Church EP,Hozier,9/13/2013,2276,30,2544489950,113315,74,184351951,1963267
Take Me to Church,Take Me To Church,Hozier,9/16/2013,1293,41.4,2544489950,238611,78,1690342490,16798785
Story of My Life,Story of My Life,One Direction,10/28/2013,3607,22.6,1275036167,143693,79,264658339,3696633
Budapest,Did You Hear the Rain?,George Ezra,11/3/2013,3646,22.5,1142061871,140545,79,265620751,1528733
Say Something,Say Something,A Great Big World,11/4/2013,3714,22.2,1064534331,116991,65,113298251,1108651
Derniï¿½ï¿½re d,Derniï¿½ï¿½re D,Indila,11/13/2013,2672,27.3,410783411,84509,72,1717040143,17082350
Dark Horse,The Top Music of the World,Katy Perry,11/27/2013,1369,40.1,,8,,3738385281,17685730
Drunk in Love,Beyoncï¿½ï¿½ (Del,Beyoncï¿,12/13/2013,2588,27.8,607315454,73281,67,827853706,3895677
Turn Down for What,Turn Down for What,DJ Snake,12/18/2013,1116,45,547207250,103666,65,1350062601,11897425
Nature Sounds with Music: Inspiring Thunder and Rain with Relaxing Music,Nature Sounds with Music: Inspiring Thunder and Rain with Relaxing Music,Jamie Llewellyn,12/27/2013,4438,19.8,240712,,,,
Blank Space,1989 (Deluxe),Taylor Swift,1/1/2014,463,71.5,1829733410,157465,76,3624778617,16916871
Chandelier,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Sia,1/1/2014,569,63.8,1729264620,171065,75,3137616905,17150946
All About That Bass,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Meghan Trainor,1/1/2014,573,63.6,815661095,92401,70,2725121387,10672692
Shake It Off,1989 (Deluxe),Taylor Swift,1/1/2014,593,62.3,1409692678,162649,74,3622416832,14917829
Summer,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Calvin Harris,1/1/2014,935,49.8,1497564072,255037,81,1989930606,8740440
Bailando - English Version,S** AND LOVE,Enrique Iglesias,1/1/2014,1289,41.5,218205900,28233,50,3559338569,11289750
Shower,Crave Vol. 9 (Mixed By DJ Havana Brown),Becky G,1/1/2014,1390,39.7,809840469,110573,73,550108518,5249510
Worth It,Reflection (Japan Deluxe Edition),Fifth Harmony,1/1/2014,1517,37.7,815946405,94852,67,2318717784,12459776
Fancy,The New Classic,Iggy Azalea,1/1/2014,1630,36.3,724486951,89470,61,1253153682,6766774
Bad Blood,1989 (Deluxe),Taylor Swift,1/1/2014,1834,34,602316735,64462,67,1643019828,10410620
Problem,The Edge (Mixed By G-Wizard & DJ Nino Brown),Ariana Grande,1/1/2014,1930,32.9,863631428,84796,70,1514451986,7876147
Maps,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Maroon 5,1/1/2014,2052,31.8,1676528402,191597,79,942734894,4766947
Let It Go,Let It Go,James Bay,1/1/2014,2338,29.5,1197774081,128593,65,580076338,3685849
I'm Not The Only One,In The Lonely Hour (Deluxe),Sam Smith,1/1/2014,2428,28.9,1879966374,164059,77,464847219,2891357
Break Free,Pop Party 13,Ariana Grande,1/1/2014,2610,27.6,899830382,96199,70,1288704058,6983846
Wildest Dreams,1989 (Deluxe),Taylor Swift,1/1/2014,2771,26.7,964058806,102916,70,930982185,5528129
Bang Bang,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Jessie J,1/1/2014,2895,25.9,1336196012,120161,72,321959140,3114933
Blame,So Fresh ï¿½ï¿½ï¿½ The Hits Of Summer 2015 + Best O,Calvin Harris,1/1/2014,3103,24.8,934248345,132560,73,875518093,3588736
Style,1989 (Deluxe),Taylor Swift,1/1/2014,3179,24.4,1216966135,92577,74,848555837,4212951
A Sky Full of Stars,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Coldplay,1/1/2014,3421,23.4,1490987063,203270,81,395515510,2684342
Bad (feat. Vassy) - Radio Edit,The Edge (Mixed By G-Wizard & DJ Nino Brown),Showtek,1/1/2014,3538,22.9,602359731,109606,62,1099999155,5250942
Me And My Broken Heart,Power Hits 2014,Rixton,1/1/2014,3563,22.8,733931275,115255,71,535024991,4702620
Love Me Harder,So Fresh ï¿½ï¿½ï¿½ The Hits Of Summer 2015 + Best O,Ariana Grande,1/1/2014,3655,22.4,917284463,80957,73,930161541,5513057
Often,Ultimate R&B 2014,The Weeknd,1/1/2014,3728,22.2,982399328,142822,73,578225770,3493215
Little Do You Know,Little Do You Know,Alex & Sierra,1/1/2014,4077,21.1,732651478,76941,65,511428536,5924267
Prayer in C - Robin Schulz Radio Edit,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Lilly Wood and The Prick,1/1/2014,4372,20.1,1074583619,152685,69,631896,5935
Ex's & Oh's,Love Stuff (Japan Version),Elle King,1/1/2014,4466,19.7,501915477,87258,66,317068971,2821803
Animals,Tremor (Sensation 2014 Anthem),Martin Garrix,1/1/2014,4472,19.7,,,,1832515825,12911895
Can't Remember to Forget You,Can't Remember to Forget You,Shakira,1/13/2014,3228,24.2,526083566,76288,69,1460145349,7622345
Travesuras,Travesuras,Nicky Jam,1/27/2014,4078,21.1,308811426,35237,61,1182676666,3048769
Unsteady,The Reason EP,X Ambassadors,1/28/2014,4344,20.2,663939688,87146,67,462058635,4042516
Humpty Dumpty,60 Nursery Rhyme Songs,Nursery Rhymes,2/18/2014,3524,23,,342,1,2049579300,2525179
Eres Mï¿½,Fï¿½ï¿½rmula Vol. 2 (Deluxe Edit,Romeo Santos,2/25/2014,3583,22.7,562983225,52754,73,1452593496,4997178
Ay Vamos,Superventas 2015,J Balvin,3/3/2014,1966,32.5,385438228,51062,68,2103164374,6262143
La La La (Brazil 2014),Shakira. (Deluxe Version),Shakira,3/14/2014,4395,20,125560682,17633,55,1315361520,7019819
Chamber Of Reflection,Salad Days,Mac DeMarco,3/28/2014,4321,20.2,728140057,201363,74,251014567,3365976
Cheerleader - Felix Jaehn Remix Radio Edit,Cheerleader (Felix Jaehn Remix) (Radio Edit),OMI,5/20/2014,1318,41,1663491433,49556,52,1569239627,8709566
Ruqya Pt. 3,Ruqya (Quran - Coran - Islam),Hani Rifai,6/9/2014,1445,38.6,,,,,
Or Nah (feat. The Weeknd Wiz Khalifa and DJ Mustard) - Remix,Or Nah (feat. The Weeknd Wiz Khalifa and DJ Mustard) [Remix Version],Ty Dolla $ign,6/10/2014,2197,30.6,949312501,152498,74,858285365,5419110
All of Me - Radio Edit,ıı3 Greatest Hits Vol. 66,John Legend,6/27/2014,3411,23.5,2379787239,362,20,11365291,74275
Upa Cavalinho,Galinha Pintadinha Vol. 4,Galinha Pintadinha,7/1/2014,1485,38,13615330,1140,49,3024886279,7956355
Those Oldies but Goodies,Little Caesar and The Romans: The Extended Play Collection,Little Caesar & the Romans,7/22/2014,1368,40.1,,42,,,
Hot N*gga,Hot N*gga,Bobby Shmurda,7/25/2014,3851,21.7,491313680,122568,64,1058207974,7605627
Recognize (feat. Drake),PARTYNEXTDOOR TWO,PARTYNEXTDOOR,7/29/2014,2531,28.2,275465440,58725,65,290207058,1533113
Counting stars,Until the morning 2,OneRepublic,8/4/2014,1081,46,,,,4069201723,18144051
One Last Time,My Everything,Ariana Grande,8/21/2014,2243,30.2,1465918510,110953,77,1101895606,9106812
Collide (feat. Tyga),Collide (feat. Tyga) - Single,Justine Skye,8/25/2014,3080,24.9,394458820,62418,67,98862086,1030038
Sugar,V (Deluxe),Maroon 5,8/29/2014,399,76.6,1838092894,186038,75,4151880976,16983201
Tuesday (feat. Drake),Tuesday (feat. Drake),ILOVEMAKONNEN,9/1/2014,2912,25.8,242892279,50948,56,11099856,107229
Centuries,Centuries,Fall Out Boy,9/9/2014,1501,37.9,1184571362,180715,75,829829470,7984888
Title,Title,Meghan Trainor,9/9/2014,4193,20.6,205312051,28368,59,140553023,1777780
I'm Not The Only One,I'm Not The Only One,Sam Smith,9/11/2014,3458,23.2,93040974,10520,16,1663836563,6794854
No Type,No Type,Rae Sremmurd,9/16/2014,2072,31.7,584277301,124262,64,902705161,5564747
I Don't Fuck With You,I Don't Fuck With You,Big Sean,9/19/2014,1475,38.2,781790448,135134,67,426579083,3923819
Runaway (U & I),Runaway (U & I),Galantis,10/5/2014,2469,28.7,895051532,155100,72,619712411,5087544
Fazendinha,Bita e os Animais,Mundo Bita,10/7/2014,4303,20.3,65098757,4912,58,1491394872,4114023
You Know You Like It,You Know You Like It,DJ Snake,10/14/2014,3465,23.2,506083686,88997,65,191257884,1917299
Baby Songs,Baby Lullaby - Relaxing Piano Baby Lullabies Baby Songs and Nursery Rhymes for Baby Sleep and Newborn Natural Sleep Aid,Baby Lullaby,10/23/2014,2227,30.3,5484513,36,27,897454562,2811983
idfc,Idfc,blackbear,10/26/2014,4117,21,703008289,107737,65,676519290,8302787
Only,Only,Nicki Minaj,10/28/2014,4217,20.6,557775679,78471,60,174422564,1250134
Dancin (feat. Luvli) - Krono Remix,Dancin (Krono Remix),Aaron Smith,11/7/2014,1411,39.4,856908437,163911,71,937887038,8642499
Electric Love,Candy,Bï¿½ï¿,11/10/2014,3874,21.7,1088889743,190953,75,271796914,3319576
Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,HA-ASH Primera Fila - Hecho Realidad,Ha*Ash,11/11/2014,3560,22.8,296711145,17197,67,1599246274,4273511
Night Changes,FOUR (Deluxe),One Direction,11/17/2014,2179,30.7,1548151634,154325,83,948760574,9009457
Time of Our Lives,Time of Our Lives,Pitbull,11/17/2014,3739,22.1,1283683926,203125,79,351633773,2243784
I Love You So,I Love You So,The Walters,11/28/2014,2394,29.2,1410353130,218492,83,417265571,5087140
Fight Song,Fight Song,Rachel Platten,12/2/2014,2670,27.3,897794289,92326,69,101998780,1084274
No Role Modelz,2014 Forest Hills Drive,J. Cole,12/9/2014,955,49.3,2235160830,403355,81,656310159,4852226
Wet Dreamz,2014 Forest Hills Drive,J. Cole,12/9/2014,2724,27,1244864869,247570,76,280151086,2326991
Trap Queen,Trap Queen,Fetty Wap,12/15/2014,744,56.2,1182373720,201337,70,1260463421,8611729
See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,1/1/2015,251,97.6,1891920348,159571,78,6335989683,43663933
One Kiss (with Dua Lipa),Dua Lipa (Complete Edition),Calvin Harris,1/1/2015,1024,47.5,2178606166,291456,79,1256080361,8723122
Waiting For Love,Ibiza Residence 2015,Avicii,1/1/2015,1263,42.1,1397975653,205128,74,1701608739,13598875
No Lie,Dua Lipa (Complete Edition),Sean Paul,1/1/2015,1384,39.8,1162659862,180669,76,1613180283,10775520
FRIENDS,Speak Your Mind,Marshmello,1/1/2015,1399,39.6,1436709386,148480,70,1135381625,14015049
New Rules,Dua Lipa (Complete Edition),Dua Lipa,1/1/2015,1561,37.1,2098443322,158842,75,465005054,3549062
The Sound Of Silence,The Sound of Silence (CYRIL Remix),Disturbed,1/1/2015,2022,32.1,777947820,135133,70,1442138188,9765818
Scared To Be Lonely,Dua Lipa (Complete Edition),Martin Garrix,1/1/2015,2815,26.4,1254883107,131909,73,995579933,7131931
2002,Speak Your Mind,Anne-Marie,1/1/2015,3160,24.5,1531490541,115663,73,391667255,3102373
Die A Happy Man,Die a Happy Man - Single,Thomas Rhett,1/1/2015,3782,22,622198235,53548,66,281739663,1138264
Hasta la Raï¿½,Hasta la Raï¿½,Natalia Lafourcade,1/6/2015,3310,23.9,657268053,85246,74,1022323850,6592447
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,1/9/2015,3457,23.2,1060255231,88246,71,950074212,5331921
Wait a Minute!,ARDIPITHECUS,WILLOW,1/11/2015,2678,27.2,1081039358,220073,73,422709495,5234949
FourFiveSeconds,FourFiveSeconds,Rihanna,1/24/2015,3374,23.6,1134470968,131102,72,571589993,3107613
"Love Me Like You Do - From ""Fifty Shades Of Grey""","Love Me Like You Do (From ""Fifty Shades Of Grey"")",Ellie Goulding,2/1/2015,2193,30.6,1532983094,116546,70,48109240,469999
Runaway,Runaway,AURORA,2/7/2015,1567,37,884816583,204318,70,959919759,18300103
The Night We Met,The Night We Met,Lord Huron,2/9/2015,1226,42.7,2097181065,286668,84,807672690,8866507
Firestone,Running Hits - 2015.02,Kygo,2/9/2015,1928,33,1106264600,144992,71,1040406066,4527957
Stitches,Stitches,Shawn Mendes,2/10/2015,700,57.8,1907768690,170905,69,2115112270,16309142
Earned It (Fifty Shades Of Grey),Fifty Shades Of Grey (Original Motion Picture Soundtrack),The Weeknd,2/10/2015,1195,43.4,1667089416,97707,69,955666073,8354260
La Mordidita,A Quien Quiera Escuchar (Deluxe Edition),Ricky Martin,2/10/2015,3706,22.2,301574752,35991,61,1379939508,3240310
Where Are ï¿½ï¿½ Now (with Justin Bie,Skrillex and Diplo present Jack ï¿,Jack ï¿,2/24/2015,2036,31.9,1100392417,117948,69,1343498789,7017961
Can't Feel My Face,Your Songs 2015,The Weeknd,3/2/2015,851,52.6,1747534539,212829,76,1689190795,8927108
See You Again (feat. Charlie Puth),Furious 7: Original Motion Picture Soundtrack,Wiz Khalifa,3/10/2015,1528,37.6,1891920348,75665,55,248806706,2297210
My House,My House,Flo Rida,3/17/2015,4205,20.6,1069960318,164242,71,475719992,3512318
Renegades,Renegades,X Ambassadors,3/17/2015,4445,19.8,785571181,131703,70,492974141,3162813
March Madness,56 Nights,Future,3/21/2015,3886,21.7,169574765,46212,61,64115813,532711
Stole the Show,Stole the Show,Kygo,3/23/2015,3913,21.6,964765127,131842,70,530786123,3134158
Hide Away,Hide Away,Daya,4/22/2015,4327,20.2,493444344,48491,76,110108631,979538
Stressed Out,Stressed Out,Twenty One Pilots,4/28/2015,482,70.1,2313532702,333612,79,3241796669,22573742
Tennessee Whiskey,Tennessee Whiskey,Chris Stapleton,4/28/2015,661,59.1,954073526,162233,77,1153379467,6645883
Here,Here,Alessia Cara,4/30/2015,2441,28.9,616445374,76646,65,656387408,7682235
Do It Again,Do It Again,Pia Mia,5/4/2015,4094,21,520407542,64298,66,648838091,2919414
Ride,Ride,Twenty One Pilots,5/12/2015,1110,45.2,1724766252,240346,79,1832805733,14628417
Don't,Don't,Bryson Tiller,5/20/2015,4058,21.1,1281704427,1277,37,506308579,3063149
Black Magic,Black Magic,Little Mix,5/21/2015,3637,22.5,642037328,56621,67,1143353058,9332783
The Hills,The Hills,The Weeknd,5/27/2015,388,77.5,2306740926,333310,80,2404495013,15819333
Light It Up (feat. Nyla & Fuse ODG) [Remix],Peace Is The Mission,Major Lazer,5/29/2015,1907,33.2,1293191157,147868,72,606547382,4505365
Hey Mama (feat. Nicki Minaj Bebe Rexha & Afrojack) - Boaz van de Beatz remix,Hey Mama (feat. Nicki Minaj Bebe Rexha & Afrojack) [Boaz van de Beatz remix],Boaz van de Beatz,6/5/2015,3506,23,24407534,2389,29,1753379058,9702237
Lush Life,Lush Life,Zara Larsson,6/5/2015,3687,22.3,1429205245,151855,78,156015402,1540316
7 Years,Lukas Graham (Blue Album),Lukas Graham,6/16/2015,475,70.5,1916203330,218955,78,2155590787,17104498
Roses,Roses,The Chainsmokers,6/16/2015,2270,30,1046848265,137023,68,585020723,3442407
I Took A Pill In Ibiza,The Truth,Mike Posner,6/22/2015,2316,29.7,83366020,17799,49,2000837797,11310696
Good For You,Good For You,Selena Gomez,6/22/2015,4342,20.2,701552110,49025,60,581362473,4012591
Ginza,Ginza,J Balvin,6/23/2015,2974,25.6,521328627,64734,70,1067816466,5198462
All Eyes On You (feat. Chris Brown & Nicki Minaj),All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,6/27/2015,4237,20.5,369947896,53156,62,1180773743,5461869
Locked Away (feat. Adam Levine),Locked Away,R. City,6/29/2015,1355,40.3,990518773,143056,75,1273135552,7854653
679 (feat. Remy Boyz),679 (feat. Remy Boyz),Fetty Wap,6/29/2015,1863,33.7,808010338,130977,71,690889020,4272301
Borro Cassette,Borro Cassette,Maluma,6/29/2015,2045,31.9,761287318,58967,76,1659052720,4919965
Soap,Soap,Melanie Martinez,7/10/2015,2349,29.4,349538935,48604,67,147735161,2427913
How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,7/17/2015,1026,47.4,1156342373,168603,78,1961319809,8520003
The Less I Know The Better,Currents,Tame Impala,7/17/2015,1644,36.1,1644031037,368350,79,339312309,3947876
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Now That's What I Call Music! 91,Ellie Goulding,7/24/2015,1617,36.5,1532640437,238,6,2536191191,15112588
I Took A Pill In Ibiza - Seeb Remix,I Took A Pill In Ibiza (Seeb Remix),Mike Posner,7/24/2015,1757,34.8,1949596473,230708,76,28931814,344218
Antidote,Antidote,Travis Scott,7/28/2015,3053,25.1,693552475,148244,68,484191598,3735154
Hotline Bling,Hotline Bling,Drake,7/31/2015,1588,36.7,1335494972,205003,72,165545575,1446742
Say It,Say It,Tory Lanez,7/31/2015,2447,28.8,510138748,83010,70,486163241,3542793
Drag Me Down,Drag Me Down,One Direction,7/31/2015,2921,25.8,1125333823,110189,76,1124359897,10115690
Drama (feat. Drake),Exis,Roy Woods,7/31/2015,2932,25.7,497826683,86867,64,83526342,699022
Ocean Drive,Ocean Drive,Duke Dumont,7/31/2015,4246,20.5,624262344,152117,68,139990813,953527
Way down We Go,Way Down We Go,KALEO,8/7/2015,1879,33.5,1086861259,228925,79,836662907,8009540
One Call Away,One Call Away,Charlie Puth,8/21/2015,1604,36.6,833094374,74711,69,975631232,6042733
Space Song,Depression Cherry,Beach House,8/21/2015,2646,27.4,1099069598,261122,73,127534602,1660824
Tu Falta De Querer,Mon Laferte (Vol. 1),Mon Laferte,8/21/2015,3055,25.1,522954525,53226,73,1362091486,5868422
Lost Boy,Lost Boy,Ruth B.,8/21/2015,3207,24.3,840781611,93600,64,32641573,335427
Lean On (feat. Mï¿½ï¿½ & DJ Snake) - J Balvin & Farruko R,Lean On (feat. Mï¿½ï¿½ & DJ Snake) [J Balvin & Farruko Re,Major Lazer,9/4/2015,1030,47.4,53822187,2081,,3617929617,17418989
Pollito Amarillito,Gallina Pintadita Vol. 1,Gallina Pintadita,9/4/2015,4045,21.2,36465157,3570,58,1542745105,2793743
Never Forget You,Never Forget You,Zara Larsson,9/10/2015,2348,29.4,972089598,98962,66,909147975,6777996
Smells Like Teen Spirit,Pat O'Brien Pavilion Del Mar Ca. December 28 1991 (Remastered) [Live West Wood One FM Radio Broadcasting],Nirvana,9/16/2015,3029,25.2,87429,11,,1932243086,14288920
Jumpman,What A Time To Be Alive,Drake,9/20/2015,2994,25.5,820380309,115960,64,148373482,954330
Por Fin Te Encontrï¿,Por Fin Te Encontrï¿,Cali Y El Dandee,9/24/2015,4501,19.6,395303355,39270,65,1089620434,2743125
Exchange,T R A P S O U L,Bryson Tiller,10/2/2015,2857,26.1,989672356,135409,76,713521813,4429142
Bartolito,20 GRANDES ï¿½ï¿½X,Duo Tiempo de Sol,10/5/2015,1082,46,70061366,6847,62,3257763799,9018759
Kill Em With Kindness,Revival (Deluxe),Selena Gomez,10/9/2015,2290,29.9,550049388,48598,56,592341655,4553103
Me Myself & I,Me Myself & I,G-Eazy,10/14/2015,745,56.2,1280838046,174312,73,807688972,6060762
Middle,Middle,DJ Snake,10/16/2015,3974,21.4,1068023888,136601,70,43143589,435488
Sorry,Sorry,Justin Bieber,10/23/2015,264,95.7,2089476497,179545,78,4467507940,22464625
In The Name Of Love,Pacha 2017,Martin Garrix,10/23/2015,637,60.4,1452194416,164935,75,1487688794,13819002
Hello,Hello,Adele,10/23/2015,1186,43.6,1550553401,140637,68,347935820,3794833
Chillax,Visionary,Farruko,10/23/2015,4148,20.8,366268077,40643,63,1013772791,3053038
Daddy Issues,Wiped Out!,The Neighbourhood,10/30/2015,2627,27.5,1435372572,239555,80,450121249,5511534
Focus,Focus,Ariana Grande,10/30/2015,4551,19.5,315697428,27166,57,1033104472,6459847
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,11/5/2015,474,70.6,1859886400,161156,78,3951663770,23086917
Adventure Of A Lifetime,Adventure Of A Lifetime,Coldplay,11/6/2015,1546,37.4,1020239582,148456,76,1713268429,7658837
2 Phones,2 Phones,Kevin Gates,11/6/2015,3083,24.9,384977271,71685,61,54470349,646820
Love Yourself,Love Yourself,Justin Bieber,11/9/2015,530,66.8,2423583406,221550,78,2154325842,11828484
Scars To Your Beautiful,Know-It-All,Alessia Cara,11/13/2015,1201,43.2,1422563654,129568,71,710718042,9930759
Send My Love (To Your New Lover),25,Adele,11/20/2015,2234,30.3,1064599051,89443,66,997993764,6246988
When We Were Young,25,Adele,11/20/2015,2305,29.8,1284096603,117365,71,1021758621,6306795
Baby Shark,ııııııııı ıııııı ıııııııııııı,Pinkfong,12/1/2015,28,265.7,720822868,60945,71,16322756555,48757673
Faded,Faded,Alan Walker,12/4/2015,653,59.4,1943842010,221874,75,439888055,5232880
Hello,Hello,Muramatsu Karaoke,12/4/2015,1268,42,3531,2,,3250879013,19819631
Hymn For The Weekend - Seeb Remix,A Head Full Of Dreams,Coldplay,12/4/2015,1429,38.9,652636187,66904,62,2311416671,17336274
Fast Car,Fast Car,Jonas Blue,12/4/2015,4352,20.1,1145882592,139927,69,154731955,772693
Dueles,Un besito mï¿½,Jesse & Joy,12/4/2015,4415,19.9,563467499,38743,72,1000321872,4630509
Cheap Thrills,Cheap Thrills,Sia,12/17/2015,580,63.2,1779046979,161840,70,2306432379,13236478
Don't Let Me Down,Pop Party,The Chainsmokers,1/1/2016,432,74.1,1888829482,206507,76,2813990127,18577555
Work from Home (feat. Ty Dolla $ign),Pop Party,Fifth Harmony,1/1/2016,535,66.4,1429277695,126593,71,2888870306,12986504
Chantaje,Chantaje,Shakira,1/1/2016,646,59.6,1006124005,96248,72,3290132416,13447183
